,state,city,company,rank,rank_change,revenue,profit,num..of.employees,sector,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market.Cap,lat,lng,ranking_in_groups
651,OH,Cleveland,Sherwin-Williams,180,-3,17900.8,1541.3,61111,Chemicals,no,no,no,yes,177,John G. Morikis,https://www.sherwin-williams.com,SHW,42185.8,41.4767,-81.6804,1
652,OH,Cleveland,Parker-Hannifin,224,-6,14320.3,1512.4,55610,Industrials,no,no,no,yes,218,Thomas L. Williams,https://www.parker.com,PH,16652.5,41.4767,-81.6804,2
653,OH,Cleveland,TransDigm Group,513,0,5517.2,889.8,18300,Aerospace & Defense,,no,no,yes,NA,Kevin M. Stein,https://www.transdigm.com,TDG,17190.3,41.4767,-81.6804,3
654,OH,Cleveland,KeyCorp,411,2,7694,1717,17045,Financials,no,no,no,yes,413,Christopher Gorman,https://www.key.com,KEY,10057.8,41.4767,-81.6804,3
655,OH,Cleveland,Lincoln Electric Holdings,783,0,3003.3,293.1,11000,Industrials,,no,no,yes,NA,Christopher L. Mapes,https://www.lincolnelectric.com,LECO,4150.8,41.4767,-81.6804,4
656,OH,Cleveland,Applied Industrial Technologies,700,0,3472.7,144,6650,Wholesalers,,no,no,yes,NA,Neil A. Schrimsher,https://www.applied.com,AIT,1768.4,41.4767,-81.6804,4
657,OH,Columbus,Worthington Industries,664,0,3759.6,153.5,12000,Materials,,no,no,yes,NA,B. Andrew Rose,https://www.worthingtonindustries.com,WOR,1433.2,39.9862,-82.985,4
658,OH,Columbus,M/I Homes,871,0,2500.3,127.6,1401,Engineering & Construction,,no,no,yes,NA,Robert H. Schottenstein,https://www.mihomes.com,MHO,472.4,39.9862,-82.985,5
659,OH,Columbus,Nationwide,74,-1,43982,829.7,28114,Financials,no,no,no,yes,73,Kirt A. Walker,https://www.nationwide.com,,,39.9862,-82.985,1
660,OH,Columbus,Huntington Bancshares,500,0,5655,1411,15664,Financials,yes,no,no,yes,NA,Stephen D. Steinour,https://www.huntington.com,HBAN,8398.6,39.9862,-82.985,3
661,OH,Columbus,American Electric Power,204,-12,15561.4,1921.1,17408,Energy,no,no,no,yes,192,Nicholas K. Akins,https://www.aep.com,AEP,40084,39.9862,-82.985,2
662,OH,Columbus,Mettler-Toledo International,780,0,3008.7,561.1,15525,Technology,,no,no,yes,NA,Olivier A. Filliol,https://www.mt.com,MTD,16558.8,39.9862,-82.985,4
663,OH,Columbus,Express,990,0,2019.2,-164.4,9160,Retailing,,no,no,no,NA,Timothy G. Baxter,https://www.express.com,EXPR,95.2,39.9862,-82.985,5
664,OH,Columbus,Big Lots,526,0,5323.2,242.5,22250,Retailing,,no,no,yes,NA,Bruce K. Thorn,https://www.biglots.com,BIG,557,39.9862,-82.985,3
665,OH,Columbus,Alliance Data Systems,456,-66,6580.9,278,8500,Business Services,no,no,no,yes,390,Ralph J. Andretta,https://www.alliancedata.com,ADS,1602.7,39.9862,-82.985,3
666,OH,Columbus,L Brands,248,-7,12914.2,-366.4,59950,Retailing,no,no,no,no,241,Andrew Menslow,https://www.lb.com,LB,3196.7,39.9862,-82.985,2
667,OH,Columbus,Hexion,717,0,3374,NA,4000,Chemicals,,no,no,no,NA,Craig Rogerson,https://www.hexion.com,,,39.9862,-82.985,4
668,OH,Columbus,Designer Brands,698,0,3492.7,94.5,16100,Retailing,,no,no,yes,NA,Roger L. Rawlins,https://www.designerbrands.com,DBI,357.3,39.9862,-82.985,4
669,OH,Columbus,Vertiv Holdings,603,0,4431.2,-140.8,19800,Industrials,,no,no,no,NA,Robert J. Johnson,https://www.vertiv.com,VRT,2840.8,39.9862,-82.985,4
670,OH,Delaware,Greif,584,0,4595,171,17000,Materials,,no,no,yes,NA,Peter G. Watson,https://www.greif.com,GEF,1698.1,40.2866,-83.0747,3
671,OH,Dublin,Cardinal Health,16,0,145534,1363,49500,Health Care,no,no,no,yes,16,Michael C. Kaufmann,https://www.cardinalhealth.com,CAH,16018,40.1112,-83.1454,1
672,OH,Fairfield,Cincinnati Financial,400,0,7924.2,1997.4,5200,Financials,yes,no,no,yes,NA,Steven J. Johnston,https://www.cinfin.com,CINF,12241.5,39.3301,-84.5409,3
673,OH,Findlay,Marathon Petroleum,22,9,124813,2637,60910,Energy,no,no,no,yes,31,Michael J. Hennigan,https://www.marathonpetroleum.com,MPC,24840,41.0467,-83.6379,1
674,OH,Findlay,Cooper Tire & Rubber,830,0,2752.6,96.4,8720,Motor Vehicles & Parts,,no,no,yes,NA,Bradley E. Hughes,https://www.coopertire.com,CTB,819.3,41.0467,-83.6379,5
675,OH,Marysville,Scotts Miracle-Gro,753,0,3156,460.7,5850,Chemicals,,no,no,yes,NA,James S. Hagedorn,https://www.scotts.com,SMG,5693,40.2278,-83.3595,4
676,OH,Maumee,Andersons,390,0,8170.2,18.3,2284,"Food, Beverages & Tobacco",yes,no,no,yes,NA,Patrick E. Bowe,https://www.andersonsinc.com,ANDE,628.7,41.5696,-83.6636,2
677,OH,Maumee,Dana,367,6,8620,226,36300,Motor Vehicles & Parts,no,no,no,yes,373,James K. Kamsickas,https://www.dana.com,DAN,1128.2,41.5696,-83.6636,2
678,OH,Medina,RPM International,508,0,5564.6,266.6,14957,Chemicals,,no,no,yes,NA,Frank C. Sullivan,https://www.rpminc.com,RPM,7721.1,41.1358,-81.8694,3
679,OH,Miamisburg,Verso,882,0,2444,96,3700,Materials,,no,no,yes,NA,Randy J. Nebel,https://www.versoco.com,VRS,396.9,39.6323,-84.2725,5
680,OH,New Albany,Abercrombie & Fitch,678,0,3623.1,39.4,26000,Retailing,,no,yes,yes,NA,Fran Horowitz,https://www.abercrombie.com,ANF,559.9,40.0802,-82.7883,4
681,OH,North Canton,Diebold Nixdorf,607,0,4408.7,-341.3,22000,Technology,,no,no,no,NA,Gerrard B. Schmid,https://www.dieboldnixdorf.com,DBD,272.8,40.8742,-81.3971,4
682,OH,North Canton,Timken,661,0,3789.9,362.1,18829,Industrials,,no,no,yes,NA,Richard G. Kyle,https://www.timken.com,TKR,2451.8,40.8742,-81.3971,4
683,OH,Orrville,J.M. Smucker,407,7,7838,514.4,7400,"Food, Beverages & Tobacco",no,no,no,yes,414,Mark T. Smucker,https://www.jmsmucker.com,SJM,12658.2,40.848,-81.7743,3
684,OH,Perrysburg,O-I Glass,453,-15,6691,-400,27500,Materials,no,no,no,no,438,Andres A. Lopez,https://www.o-i.com,OI,1108.5,41.5377,-83.6413,3
685,OH,Toledo,Welltower,542,0,5121.3,1232.4,443,Financials,,no,no,yes,NA,Shankh Mitra,https://www.welltower.com,WELL,18795.2,41.6639,-83.5822,3
686,OH,Toledo,Owens Corning,431,0,7160,405,19000,Materials,no,no,no,yes,431,Brian D. Chambers,https://www.owenscorning.com,OC,4200.9,41.6639,-83.5822,3
687,OH,Westlake,TravelCenters of America,480,-47,6117.4,33.3,18594,Retailing,no,no,no,yes,433,Jonathan M. Pertchik,https://www.ta-petro.com,TA,81.2,41.4524,-81.9295,3
688,OH,Westlake,Nordson,949,0,2194.2,337.1,7579,Industrials,,no,no,yes,NA,Sundaram Nagarajan,https://www.nordson.com,NDSN,7814.9,41.4524,-81.9295,5
689,OK,Oklahoma City,Continental Resources,581,0,4631.9,775.6,1260,Energy,,no,no,yes,NA,William B. Berry,https://www.clr.com,CLR,2789.4,35.4676,-97.5136,3
690,OK,Oklahoma City,Devon Energy,419,-122,7372,-355,1800,Energy,no,no,no,no,297,David A. Hager,https://www.devonenergy.com,DVN,2645.8,35.4676,-97.5136,3
691,OK,Oklahoma City,Enable Midstream Partners,790,0,2960,396,1735,Energy,,no,no,yes,NA,Rodney J. Sailor,https://www.enablemidstream.com,ENBL,1118.5,35.4676,-97.5136,4
692,OK,Oklahoma City,OGE Energy,934,0,2231.6,433.6,2425,Energy,,no,no,yes,NA,Sean R. Trauschke,https://www.ogeenergy.com,OGE,6151.5,35.4676,-97.5136,5
693,OK,Oklahoma City,Chesapeake Energy,373,-64,8489,-308,2300,Energy,no,no,no,no,309,Robert D. Lawler,https://www.chk.com,CHKAQ,337.7,35.4676,-97.5136,2
694,OK,Tulsa,Oneok,313,-57,10164.4,1278.6,2882,Energy,no,no,no,yes,256,Terry K. Spencer,https://www.oneok.com,OKE,9014.5,36.1284,-95.9042,2
695,OK,Tulsa,Magellan Midstream Partners,835,0,2727.9,1020.8,1884,Energy,,no,no,yes,NA,Michael N. Mears,https://www.magellanlp.com,MMP,8309.7,36.1284,-95.9042,5
696,OK,Tulsa,BOK Financial,936,0,2226.3,500.8,5107,Financials,,no,no,yes,NA,"Steven G, Bradshaw",https://www.bokf.com,BOKF,2996.1,36.1284,-95.9042,5
697,OK,Tulsa,Helmerich & Payne,825,0,2798.5,-33.7,8502,Energy,,no,no,no,NA,John W. Lindsay,https://www.hpinc.com,HP,1703.9,36.1284,-95.9042,5
698,OK,Tulsa,NGL Energy Partners,127,52,24087.8,360,1300,Energy,no,no,no,yes,179,H. Michael Krimbill,https://www.nglenergypartners.com,NGL,333.7,36.1284,-95.9042,1
699,OK,Tulsa,Williams,387,-39,8201,850,4812,Energy,no,no,no,yes,348,Alan S. Armstrong,https://www.williams.com,WMB,17165.7,36.1284,-95.9042,2
700,OK,Tulsa,WPX Energy,924,0,2292,256,590,Energy,,no,no,yes,NA,Richard E. Muncrief,https://www.wpxenergy.com,,1706.1,36.1284,-95.9042,5
701,OR,Beaverton,Nike,85,5,39117,4029,76700,Apparel,no,no,no,yes,90,John J. Donahoe II,https://www.nike.com,NKE,225123,45.4779,-122.8168,1
702,OR,Lake Oswego,Greenbrier,777,0,3033.6,71.1,17100,Transportation,,no,no,yes,NA,William A. Furman,https://www.gbrx.com,GBX,578.3,45.413,-122.7003,4
703,OR,Medford,Lithia Motors,252,13,12672.7,271.5,14320,Retailing,no,no,no,yes,265,Bryan B. DeBoer,https://www.lithiainvestorrelations.com,LAD,1910,42.3372,-122.8537,2
704,OR,Portland,Schnitzer Steel Industries,960,0,2132.8,56.3,3363,Materials,,no,yes,yes,NA,Tamara L. Lundgren,https://www.schnitzersteel.com,SCHN,353.9,45.5372,-122.65,5
705,OR,Portland,Columbia Sportswear,774,0,3042.5,330.5,8900,Apparel,,no,no,yes,NA,Timothy P. Boyle,https://www.columbia.com,COLM,4702.7,45.5372,-122.65,4
706,OR,Portland,Portland General Electric,961,0,2123,214,2949,Energy,,no,yes,yes,NA,Maria M. Pope,https://www.portlandgeneral.com,POR,4288.9,45.5372,-122.65,5
707,PA,Allentown,Air Products & Chemicals,355,-11,8918.9,1760,17570,Chemicals,no,no,no,yes,344,Seifi Ghasemi,https://www.airproducts.com,APD,44049.6,40.5961,-75.4756,2
708,PA,Allentown,PPL,408,-16,7769,1746,12280,Energy,no,no,no,yes,392,Vincent Sorgi,https://www.pplweb.com,PPL,18949.6,40.5961,-75.4756,3
709,PA,Allentown,CrossAmerica Partners,970,0,2071.4,18.1,548,Energy,,no,no,yes,NA,Charles M. Nifong Jr.,https://www.crossamericapartners.com,CAPL,298.4,40.5961,-75.4756,5
710,PA,Berwyn,Triumph Group,719,0,3364.9,-321.8,10776,Aerospace & Defense,,no,no,no,NA,Daniel J. Crowley,https://www.triumphgroup.com,TGI,350.5,40.0396,-75.4439,4
711,PA,Berwyn,Ametek,538,0,5158.6,861.3,18100,Technology,,no,no,yes,NA,David A. Zapico,https://www.ametek.com,AME,16506.3,40.0396,-75.4439,3
712,PA,Blue Bell,BrightView Holdings,891,0,2404.6,44.4,21978,Business Services,,no,no,yes,NA,Andrew V. Masterman,https://www.brightview.com,BV,1159.6,40.1474,-75.2687,5
713,PA,Blue Bell,Unisys,793,0,2948.7,-17.2,20800,Technology,,no,no,no,NA,Peter A. Altabef,https://www.unisys.com,UIS,776.8,40.1474,-75.2687,4
714,PA,Camp Hill,Rite Aid,150,-43,21674.4,-422.2,42645,Food & Drug Stores,no,no,yes,no,107,Heyward Donigan,https://www.riteaid.com,RAD,822.3,40.2423,-76.9274,1
715,PA,Chesterbrook,AmerisourceBergen,10,0,179589.1,855.4,21500,Health Care,no,no,no,yes,10,Steven H. Collis,https://www.amerisourcebergen.com,ABC,21246,40.0736,-75.4582,1
716,PA,Coraopolis,Dick&#8217;s Sporting Goods,362,-3,8750.7,297.5,28450,Retailing,no,no,yes,yes,359,Lauren R. Hobart,https://www.dickssportinggoods.com,DKS,1848.3,40.5148,-80.1627,2
717,PA,Erie,Erie Insurance Group,376,5,8443.3,551,5778,Financials,no,no,no,yes,381,Timothy G. NeCastro,https://www.erieinsurance.com,,,42.1168,-80.0733,2
718,PA,Hershey,Hershey,398,-7,7986.3,1149.7,15330,"Food, Beverages & Tobacco",no,no,yes,yes,391,Michele G. Buck,https://www.thehersheycompany.com,HSY,27791.8,40.2806,-76.6458,2
719,PA,Kennett Square,Genesis Healthcare,589,0,4565.8,14.6,55000,Health Care,,no,no,yes,NA,Robert H. Fish,https://www.genesishcc.com,GEN,138.9,39.8438,-75.7113,3
720,PA,King of Prussia,UGI,423,-23,7320.4,256.2,12800,Energy,no,no,no,yes,400,John L. Walsh,https://www.ugicorp.com,UGI,5562,40.0963,-75.382,3
721,PA,King of Prussia,Universal Health Services,281,12,11378.3,814.9,79050,Health Care,no,no,no,yes,293,Marc. D Miller,https://www.uhsinc.com,UHS,11193,40.0963,-75.382,2
722,PA,Malvern,Vishay Intertechnology,846,0,2668.3,163.9,22400,Technology,,no,no,yes,NA,Gerald Paul,https://www.vishay.com,VSH,2084.3,40.0329,-75.5146,5
723,PA,Mechanicsburg,Select Medical Holdings,515,0,5453.9,148.4,42800,Health Care,,no,no,yes,NA,David S. Chernow,https://www.selectmedicalholdings.com,SEM,2014.7,40.2115,-77.006,3
724,PA,Newtown,EPAM Systems,923,0,2293.8,261.1,36739,Technology,,yes,no,yes,NA,Arkadiy Dobkin,https://www.epam.com,EPAM,18183,40.229,-74.9324,5
725,PA,Newtown,EPAM Systems,923,0,2293.8,261.1,36739,Technology,,yes,no,yes,NA,Arkadiy Dobkin,https://www.epam.com,EPAM,18183,40.6529,-76.3461,5
726,PA,Philadelphia,Comcast,28,4,108942,13057,190000,Telecommunications,no,no,no,yes,32,Brian L. Roberts,https://corporate.comcast.com,CMCSA,223642,40.0077,-75.1339,1
727,PA,Philadelphia,Urban Outfitters,644,0,3983.8,168.1,16800,Retailing,,yes,no,yes,NA,Richard A. Hayne,https://www.urbn.com,URBN,1392.3,40.0077,-75.1339,4
728,PA,Philadelphia,FMC,578,0,4661.9,477.4,6400,Chemicals,,no,no,yes,NA,Mark Douglas,https://www.fmc.com,FMC,13645,40.0077,-75.1339,3
729,PA,Philadelphia,Carpenter Technology,897,0,2380.2,167,5100,Materials,,no,no,yes,NA,Tony R. Thene,https://www.cartech.com,CRS,932.1,40.0077,-75.1339,5
730,PA,Philadelphia,Aramark,200,-2,16227.3,448.5,233400,Business Services,no,no,no,yes,198,John J. Zillmer,https://www.aramark.com,ARMK,9236,40.0077,-75.1339,2
731,PA,Pittsburgh,WESCO International,379,-9,8358.9,223.4,9500,Wholesalers,no,no,no,yes,370,John J. Engel,https://www.wesco.com,WCC,4294,40.4396,-79.9762,2
732,PA,Pittsburgh,PPG Industries,209,-4,15146,1243,47600,Chemicals,no,no,no,yes,205,Michael H. McGarry,https://www.ppg.com,PPG,34144,40.4396,-79.9762,2
733,PA,Pittsburgh,GNC Holdings,973,0,2068.2,-35.1,8400,Food & Drug Stores,,no,no,no,NA,Kenneth A. Martindale,https://www.gnc.com,GNC,39.6,40.4396,-79.9762,5
734,PA,Pittsburgh,Alcoa,302,-66,10433,-1125,13800,Materials,no,no,no,no,236,Roy C. Harvey,https://www.alcoa.com,AA,4247,40.4396,-79.9762,2
735,PA,Pittsburgh,Allegheny Technologies,633,0,4122.5,257.6,8100,Materials,,no,no,yes,NA,Robert S. Wetherbee,https://www.atimetals.com,ATI,1076.3,40.4396,-79.9762,4
736,PA,Pittsburgh,American Eagle Outfitters,616,0,4308.2,191.3,27000,Retailing,,no,no,yes,NA,Jay L. Schottenstein,https://www.aeo-inc.com,AEO,1329.3,40.4396,-79.9762,4
737,PA,Pittsburgh,Kennametal,899,0,2375.2,241.9,10395,Industrials,,no,no,yes,NA,Christopher Rossi,https://www.kennametal.com,KMT,1543.6,40.4396,-79.9762,5
738,PA,Pittsburgh,United States Steel,247,-25,12937,-630,27500,Materials,no,no,no,no,222,David B. Burritt,https://www.ussteel.com,X,1074.3,40.4396,-79.9762,2
739,PA,Pittsburgh,PNC Financial Services Group,151,8,21624,5369,50968,Financials,no,no,no,yes,159,William S. Demchak,https://www.pnc.com,PNC,66208,40.4396,-79.9762,1
740,PA,Pittsburgh,Westinghouse Air Brake,388,0,8200,326.7,27500,Industrials,yes,no,no,yes,NA,Rafael O. Santana,https://www.wabteccorp.com,WAB,9227.1,40.4396,-79.9762,2
741,PA,Pittsburgh,EQT,605,0,4416.5,-1221.7,647,Energy,,no,no,no,NA,Toby Z. Rice,https://www.eqt.com,EQT,1806.1,40.4396,-79.9762,4
742,PA,Pittsburgh,Howmet Aerospace,226,1,14192,470,41700,Aerospace & Defense,no,no,no,yes,227,John C. Plant/Tolga Oal,https://www.howmet.com,HWM,7000.9,40.4396,-79.9762,2
743,PA,Reading,EnerSys,824,0,2808,160.2,11000,Industrials,,no,no,yes,NA,David M. Shaffer,https://www.enersys.com,ENS,2095.1,40.34,-75.9267,5
744,PA,Sunbury,Weis Markets,686,0,3543.3,68,23000,Food & Drug Stores,,no,no,yes,NA,Jonathan H. Weis,https://www.weismarkets.com,WMK,1279,40.8617,-76.7874,4
745,PA,Wyomissing,Penn National Gaming,527,0,5301.4,43.9,28300,"Hotels, Restaurants & Leisure",,no,no,yes,NA,Jay A. Snowden,https://www.pngaming.com,PENN,1478.3,40.3317,-75.9703,3
746,PA,Yardley,Crown Holdings,272,12,11665,510,33043,Materials,no,no,no,yes,284,Timothy J. Donahue,https://www.crowncork.com,CCK,7875.8,40.2408,-74.8385,2
747,PR,San Juan,Triple-S Management,716,0,3375.6,92.9,3992,Health Care,,no,no,yes,NA,Roberto Garcia-Rodriguez,https://www.triplesmanagement.com,GTS,345,18.4037,-66.0636,4
748,RI,Pawtucket,Hasbro,574,0,4720.2,520.5,5600,Household Products,,no,no,yes,NA,Brian D. Goldner,https://www.hasbro.com,HAS,9793.5,41.8744,-71.3743,3
749,RI,Providence,United Natural Foods,133,177,23481.1,-285,19000,Wholesalers,no,no,no,no,310,Steven L. Spinner,https://www.unfi.com,UNFI,492.2,41.823,-71.4187,1
750,RI,Providence,Citizens Financial Group,395,20,8066,1791,17997,Financials,no,no,no,yes,415,Bruce W. Van Saun,https://www.citizensbank.com,CFG,8040,41.823,-71.4187,2
751,RI,Providence,Textron,236,-7,13630,815,35000,Aerospace & Defense,no,no,no,yes,229,Scott C. Donnelly,https://www.textron.com,TXT,6071.3,41.823,-71.4187,2
752,RI,Woonsocket,CVS Health,5,3,256776,6634,290000,Health Care,no,no,yes,yes,8,Karen S. Lynch,https://www.cvshealth.com,CVS,98496,42.001,-71.4993,1
753,SC,Fort Mill,Domtar,532,0,5220,84,10000,Materials,,no,no,yes,NA,John D. Williams,https://www.domtar.com,UFS,1217.8,35.0062,-80.9388,3
754,SC,Greenville,ScanSource,654,0,3873.1,57.6,2700,Wholesalers,,yes,no,yes,NA,Michael L. Baur,https://www.scansource.com,SCSC,681,34.8353,-82.3647,4
755,SC,Hartsville,Sonoco Products,517,0,5374.2,291.8,23000,Materials,,no,no,yes,NA,R. Howard Coker,https://www.sonoco.com,SON,6187,34.3676,-80.0833,3
756,TN,Brentwood,Delek US Holdings,342,-35,9298.2,310.6,3707,Energy,no,no,no,yes,307,Ezra Uzi Yemin,https://www.delekus.com,DK,1190.1,35.9918,-86.7758,2
757,TN,Brentwood,Brookdale Senior Living,638,0,4057.1,-267.9,48400,Health Care,,no,yes,no,NA,Lucinda M. Baier,https://www.brookdale.com,BKD,574.9,35.9918,-86.7758,4
758,TN,Brentwood,Tractor Supply,380,8,8351.9,562.4,24000,Retailing,no,no,no,yes,388,Harry A. Lawton III,https://www.tractorsupply.com,TSCO,9809.9,35.9918,-86.7758,2
759,TN,Bristol,Alpha Metallurgical Resources,925,0,2290.5,-316.3,4360,Energy,,no,no,no,NA,David J. Stetson,https://alphametresources.com,AMR,42.9,36.5572,-82.2154,5
760,TN,Calhoun,Resolute Forest Products,796,0,2923,-47,6700,Materials,,no,no,no,NA,Remi G. Lalonde,https://www.resolutefp.com,RFP,109.2,35.2979,-84.7454,4
761,TN,Chattanooga,Unum Group,266,7,11998.9,1100.3,10300,Financials,no,no,no,yes,273,Richard P. McKenney,https://www.unum.com,UNM,3046.6,35.0657,-85.2488,2
762,TN,Collierville,Mueller Industries,883,0,2430.6,101,4964,Industrials,,no,no,yes,NA,Gregory L. Christopher,https://www.muellerindustries.com,MLI,1364.5,35.0471,-89.6988,5
763,TN,Franklin,Acadia Healthcare,760,0,3107.5,108.9,35600,Health Care,,no,yes,yes,NA,Debra K. Osteen,https://www.acadiahealthcare.com,ACHC,1629.1,35.9216,-86.8525,4
764,TN,Franklin,Community Health Systems,241,-18,13210,-675,71500,Health Care,no,no,no,no,223,Tim L. Hingtgen,https://www.chs.net,CYH,393.6,35.9216,-86.8525,2
765,TN,Goodlettsville,Dollar General,112,7,27754,1712.6,143000,Retailing,no,no,no,yes,119,Todd J. Vasos,https://www.dollargeneral.com,DG,47928,36.3327,-86.7029,1
766,TN,Kingsport,Eastman Chemical,343,-30,9273,759,14500,Chemicals,no,no,no,yes,313,Mark J. Costa,https://www.eastman.com,EMN,6330,36.5224,-82.5453,2
767,TN,Lebanon,Cracker Barrel Old Country Store,767,0,3072,223.4,73000,"Hotels, Restaurants & Leisure",,no,yes,yes,NA,Sandra B. Cochran,https://www.crackerbarrel.com,CBRL,1992.6,36.204,-86.3481,4
768,TN,Memphis,International Paper,144,-11,22376,1225,51000,Materials,no,no,no,yes,133,Mark S. Sutton,https://www.internationalpaper.com,IP,20044,35.1046,-89.9773,1
769,TN,Memphis,First Horizon National,927,0,2278.4,440.9,4994,Financials,,no,no,yes,NA,D. Bryan Jordan,https://www.firsthorizon.com,FHN,2513,35.1046,-89.9773,5
770,TN,Memphis,ServiceMaster Global Holdings,967,0,2077,128,12000,Business Services,,no,no,yes,NA,Brett T. Ponton,https://www.servicemaster.com,SERV,3657,35.1046,-89.9773,5
771,TN,Memphis,FedEx,47,0,69693,540,389500,Transportation,no,yes,no,yes,47,Frederick W. Smith,https://www.fedex.com,FDX,66788,35.1046,-89.9773,1
772,TN,Memphis,AutoZone,268,13,11863.7,1617.2,75840,Retailing,no,no,no,yes,281,William C. Rhodes III,https://www.autozone.com,AZO,19756.2,35.1046,-89.9773,2
773,TN,Nashville,Genesco,948,0,2197.1,61.4,13850,Retailing,,no,yes,yes,NA,Mimi Eckel Vaughn,https://www.genesco.com,GCO,196.1,36.1715,-86.7843,5
774,TN,Nashville,Louisiana-Pacific,919,0,2310,-5,4800,Materials,,no,no,no,NA,W. Bradley Southern,https://www.lpcorp.com,LPX,1924.5,36.1715,-86.7843,5
775,TN,Nashville,HCA Healthcare,65,2,51336,3505,245000,Health Care,no,no,no,yes,67,Samuel N. Hazen,https://www.hcahealthcare.com,HCA,56831,36.1715,-86.7843,1
776,TX,Arlington,D.R. Horton,183,11,17592.9,1618.5,8916,Engineering & Construction,no,no,no,yes,194,David V. Auld,https://www.drhorton.com,DHI,27388,32.6998,-97.125,1
777,TX,Austin,Resideo Technologies,548,0,4988,36,13000,Materials,,no,no,yes,NA,Jay Geldmacher,https://www.resideo.com,REZI,595,30.3004,-97.7522,3
778,TX,Coppell,Mr. Cooper Group,996,0,2007,274,9100,Financials,,no,no,yes,NA,Jay Bray,https://mrcoopergroup.com,COOP,674.1,32.9638,-96.9905,5
779,TX,Dallas,Brinker International,745,0,3217.9,154.9,56147,"Hotels, Restaurants & Leisure",,no,no,yes,NA,Wyman T. Roberts,https://www.brinker.com,EAT,449.3,32.7936,-96.7662,4
780,TX,Dallas,Primoris Services,762,0,3106.3,82.3,9700,Engineering & Construction,,no,no,yes,NA,Thomas E. McCormick,https://www.primoriscorp.com,PRIM,767.2,32.7936,-96.7662,4
781,TX,Dallas,HollyFrontier,184,-9,17486.6,772.4,4074,Energy,no,no,no,yes,175,Michael C. Jennings,https://www.hollyfrontier.com,HFC,3967.8,32.7936,-96.7662,1
782,TX,Dallas,Tenet Healthcare,174,-2,18479,-232,101104,Health Care,no,no,no,no,172,Ronald A. Rittenmeyer,https://www.tenethealth.com,THC,1501.8,32.7936,-96.7662,1
783,TX,Dallas,AT&T,9,0,181193,13903,247800,Telecommunications,no,no,no,yes,9,John T. Stankey,https://www.att.com,T,206369,32.7936,-96.7662,1
784,TX,Dallas,EnLink Midstream,483,-87,6052.9,-1119.3,1355,Energy,no,no,no,no,396,Barry E. Davis,https://www.enlink.com,ENLC,537.3,32.7936,-96.7662,3
785,TX,Dallas,AMN Healthcare Services,939,0,2222.1,114,3236,Health Care,,no,yes,yes,NA,Susan R. Salka,https://www.amnhealthcare.com,AMN,2708.7,32.7936,-96.7662,5
786,TX,Dallas,Builders FirstSource,425,-31,7280.4,221.8,15800,Materials,no,no,no,yes,394,M. Chad Crow,https://www.bldr.com,BLDR,1420.3,32.7936,-96.7662,3
787,TX,Dallas,Texas Instruments,222,-23,14383,5017,29768,Technology,no,no,no,yes,199,Richard K. Templeton,https://www.ti.com,TXN,159107,32.7936,-96.7662,2
788,TX,Dallas,Comerica,659,0,3817,1198,7708,Financials,,no,no,yes,NA,Curtis C. Farmer,https://www.comerica.com,CMA,4117.7,32.7936,-96.7662,4
789,TX,Dallas,Dean Foods,421,-28,7328.7,-499.9,14500,"Food, Beverages & Tobacco",no,no,no,no,393,Gary W. Rahlfs,https://www.deanfoods.com,DFODQ,9.7,32.7936,-96.7662,3
790,TX,Dallas,Southwest Airlines,141,1,22428,2300,60767,Transportation,no,no,no,yes,142,Gary C. Kelly,https://www.southwest.com,LUV,28467,32.7936,-96.7662,1
791,TX,Dallas,Copart,984,0,2042,591.7,7327,Retailing,,no,no,yes,NA,A. Jayson Adair,https://www.copart.com,CPRT,27030,32.7936,-96.7662,5
792,TX,Dallas,Jacobs Engineering Group,206,2,15463.6,848,50000,Engineering & Construction,no,no,no,yes,208,Steven J. Demetriou,https://www.jacobs.com,J,14557,32.7936,-96.7662,2
793,TX,Dallas,Atmos Energy,802,0,2901.8,511.4,4776,Energy,,no,no,yes,NA,John K. Akers,https://www.atmosenergy.com,ATO,12132.5,32.7936,-96.7662,5
794,TX,Dallas,Energy Transfer,59,0,54213,3592,12812,Energy,no,no,no,yes,59,Mackie McCrea/Tom Long,https://www.energytransfer.com,ET,17648,32.7936,-96.7662,1
795,TX,Dallas,Trinity Industries,781,0,3005.1,137.6,11875,Transportation,,no,yes,yes,NA,E. Jean Savage,https://www.trin.net,TRN,1923.6,32.7936,-96.7662,4
796,TX,Denton,Sally Beauty Holdings,653,0,3876.4,271.6,30050,Retailing,,no,no,yes,NA,Christian A. Brickman,https://www.sallybeautyholdings.com,SBH,943.6,33.2176,-97.1419,4
797,TX,Fort Worth,American Airlines Group,70,-2,45768,1686,133700,Transportation,no,no,no,yes,68,W. Douglas Parker,https://www.aa.com,AAL,5655,32.7811,-97.3473,1
798,TX,Fort Worth,Range Resources,821,0,2827.6,-1716.3,655,Energy,,no,no,no,NA,Jeffrey L. Ventura,https://www.rangeresources.com,RRC,580.8,32.7811,-97.3473,5
799,TX,Galveston,American National Group,636,0,4070.1,620.4,4640,Financials,,no,no,yes,NA,James E. Pozzi,https://www.americannational.com,ANAT,2215,29.2487,-94.891,4
