,state,city,company,rank,rank_change,revenue,profit,num..of.employees,sector,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market.Cap,lat,lng,ranking_in_groups
800,TX,Grapevine,GameStop,464,-118,6466,-470.9,30000,Retailing,no,no,no,no,346,George E. Sherman,https://www.gamestop.com,GME,225.6,32.9343,-97.0744,3
801,TX,Houston,Comfort Systems USA,856,0,2615.3,114.3,12000,Engineering & Construction,,no,no,yes,NA,Brian Lane,https://www.comfortsystemsusa.com,FIX,1879,29.7863,-95.3889,5
802,TX,Houston,Group 1 Automotive,264,8,12043.8,174,15296,Retailing,no,no,no,yes,272,Earl J. Hesterberg,https://www.group1auto.com,GPI,813.2,29.7863,-95.3889,2
803,TX,Houston,Genesis Energy,877,0,2480.8,96,2177,Energy,,no,no,yes,NA,Grant E. Sims,https://www.genesisenergy.com,GEL,480.5,29.7863,-95.3889,5
804,TX,Houston,Crown Castle International,496,0,5763,860,5100,Financials,yes,no,no,yes,NA,Jay A. Brown,https://www.crowncastle.com,CCI,60178.6,29.7863,-95.3889,3
805,TX,Houston,Baker Hughes,129,0,23838,128,68000,Energy,yes,no,no,yes,NA,Lorenzo Simonelli,https://www.bakerhughes.com,BKR,10827.3,29.7863,-95.3889,1
806,TX,Houston,Cabot Oil & Gas,974,0,2066.3,681.1,547,Energy,,no,no,yes,NA,Dan Dinges,https://www.cabotog.com,COG,7031,29.7863,-95.3889,5
807,TX,Houston,NOW,792,0,2951,-97,4300,Energy,,no,no,no,NA,David A. Cherechinsky,https://www.distributionnow.com,DNOW,563.5,29.7863,-95.3889,4
808,TX,Houston,ConocoPhillips,93,-7,36670,7189,10400,Energy,no,no,no,yes,86,Ryan M. Lance,https://www.conocophillips.com,COP,61446,29.7863,-95.3889,1
809,TX,Houston,APA,465,-54,6411,-3553,3163,Energy,no,no,no,no,411,John J. Christmann IV,https://apacorp.com/,APA,6595,29.7863,-95.3889,3
810,TX,Houston,Cheniere Energy,329,54,9730,648,1530,Energy,no,no,no,yes,383,Jack A. Fusco,https://www.cheniere.com,LNG,8511.8,29.7863,-95.3889,2
811,TX,Houston,Tailored Brands,784,0,2998.7,-82.3,16500,Retailing,,no,no,no,NA,Dinesh S. Lathi,https://www.tailoredbrands.com,TLRD,84.3,29.7863,-95.3889,4
812,TX,Houston,Occidental Petroleum,148,19,21971,-667,14400,Energy,no,no,yes,no,167,Vicki A. Hollub,https://www.oxy.com,OXY,21437,29.7863,-95.3889,1
813,TX,Houston,Par Pacific Holdings,516,0,5401.5,40.8,1408,Energy,,no,no,yes,NA,William C. Pate,https://www.parpacific.com,PARR,380.6,29.7863,-95.3889,3
814,TX,Houston,Targa Resources,365,-63,8671.1,-209.2,2680,Energy,no,no,no,no,302,Matthew Meloy,https://www.targaresources.com,TRGP,1610.8,29.7863,-95.3889,2
815,TX,Houston,Patterson-UTI Energy,879,0,2470.7,-425.7,5800,Energy,,no,no,no,NA,William A. Hendricks Jr.,https://www.patenergy.com,PTEN,451.6,29.7863,-95.3889,5
816,TX,Houston,KBR,501,0,5639,202,28000,Engineering & Construction,,no,no,yes,NA,Stuart Bradie,https://www.kbr.com,KBR,4480,29.7863,-95.3889,3
817,TX,Houston,CenterPoint Energy,260,39,12301,791,14262,Energy,no,no,no,yes,299,David J. Lesar,https://www.centerpointenergy.com,CNP,7765.4,29.7863,-95.3889,2
818,TX,Houston,NOV,374,-17,8479,-6095,34645,Energy,no,no,no,no,357,Clay C. Williams,https://www.nov.com,NOV,3793.9,29.7863,-95.3889,2
819,TX,Houston,Halliburton,142,-15,22408,-1131,55000,Energy,no,no,no,no,127,Jeffrey A. Miller,https://www.halliburton.com,HAL,6027.4,29.7863,-95.3889,1
820,TX,Houston,Calpine,319,11,10072,770,2256,Energy,no,no,no,yes,330,John B. Hill III,https://www.calpine.com,,,29.7863,-95.3889,2
821,TX,Houston,EOG Resources,186,-5,17380,2734.9,2900,Energy,no,no,no,yes,181,William R. Thomas,https://www.eogresources.com,EOG,20907.4,29.7863,-95.3889,1
822,TX,Houston,MRC Global,674,0,3662,39,3345,Energy,,no,no,yes,NA,Robert J. Saltiel Jr.,https://www.mrcglobal.com,MRC,349.6,29.7863,-95.3889,4
823,TX,Houston,Westlake Chemical,391,-39,8118,421,9430,Chemicals,no,no,no,yes,352,Albert Yuan Chao,https://www.westlake.com,WLK,4900.8,29.7863,-95.3889,2
824,TX,Houston,Kinder Morgan,242,-18,13209,2190,11086,Energy,no,no,no,yes,224,Steven J. Kean,https://www.kindermorgan.com,KMI,31529.7,29.7863,-95.3889,2
825,TX,Houston,Crestwood Equity Partners,748,0,3181.9,285.1,894,Energy,,no,no,yes,NA,Robert G Phillips,https://www.crestwoodlp.com,CEQP,307.6,29.7863,-95.3889,4
826,TX,Houston,Plains GP Holdings,98,-4,33669,331,5000,Energy,no,no,no,yes,94,Wilfred C.W. Chiang,https://www.plainsallamerican.com,PAGP,1463,29.7863,-95.3889,1
827,TX,Houston,Oasis Petroleum,969,0,2071.7,-128.2,609,Energy,,no,no,no,NA,Douglas E. Brooks,https://www.oasispetroleum.com,OAS,113.3,29.7863,-95.3889,5
828,TX,Houston,Waste Management,207,6,15455,1670,44900,Business Services,no,no,no,yes,213,James C. Fish Jr.,https://www.wm.com,WM,48621,29.7863,-95.3889,2
829,TX,Houston,Kirby,818,0,2838.4,142.3,5550,Transportation,,no,no,yes,NA,David W. Grzebinski,https://www.kirbycorp.com,KEX,2608.1,29.7863,-95.3889,5
830,TX,Houston,Marathon Oil,534,0,5190,480,2000,Energy,,no,no,yes,NA,Lee M. Tillman,https://www.marathonoil.com,MRO,2618.3,29.7863,-95.3889,3
831,TX,Houston,Phillips 66,27,-4,109559,3076,14500,Energy,no,no,no,yes,23,Greg C. Garland,https://www.phillips66.com,PSX,27084,29.7863,-95.3889,1
832,TX,Houston,Quanta Services,261,22,12112.2,402,40300,Engineering & Construction,no,no,no,yes,283,Earl C. Austin Jr.,https://www.quantaservices.com,PWR,11008,29.7863,-95.3889,2
833,TX,Houston,Service Corp. International,742,0,3230.8,369.6,20457,Business Services,,no,no,yes,NA,Thomas L. Ryan,https://www.sci-corp.com,SCI,7083.9,29.7863,-95.3889,4
834,TX,Houston,Enterprise Products Partners,101,-12,32789.2,4591.3,7300,Energy,no,no,no,yes,89,A. James Teague /W. Randall Fowler,https://www.enterpriseproducts.com,EPD,38472,29.7863,-95.3889,1
835,TX,Houston,Sysco,56,-2,60113.9,1674.3,69000,Wholesalers,no,no,no,yes,54,Kevin P. Hourican,https://www.sysco.com,SYY,26828,29.7863,-95.3889,1
836,TX,Houston,Noble Energy,602,0,4438,-1512,2282,Energy,,no,no,no,NA,David L. Stover,https://www.nblenergy.com,,2929.6,29.7863,-95.3889,4
837,TX,Houston,Oceaneering International,982,0,2048.1,-348.4,9100,Energy,,no,no,no,NA,Roderick A. Larson,https://www.oceaneering.com,OII,291.8,29.7863,-95.3889,5
838,TX,Irving,Fluor,181,-17,17817.2,-1305,53349,Engineering & Construction,no,no,no,no,164,David E. Constable,https://www.fluor.com,FLR,968.6,32.8584,-96.9702,1
839,TX,Irving,McKesson,8,-1,214319,34,70000,Health Care,no,no,no,yes,7,Brian S. Tyler,https://www.mckesson.com,MCK,29570,32.8584,-96.9702,1
840,TX,Irving,Flowserve,650,0,3944.9,253.7,17000,Industrials,,no,no,yes,NA,R. Scott Rowe,https://www.flowserve.com,FLS,3127.2,32.8584,-96.9702,4
841,TX,Irving,Vistra Energy,270,67,11809,928,5475,Energy,no,no,no,yes,337,Curtis A. Morgan,https://www.vistraenergy.com,VST,7795.3,32.8584,-96.9702,2
842,TX,Irving,Nexstar Media Group,775,0,3039.3,230.3,14891,Media,,no,no,yes,NA,Perry Sook,https://www.nexstar.tv,NXST,4139,32.8584,-96.9702,4
843,TX,Irving,Pioneer Natural Resources,341,-8,9304,756,2323,Energy,no,no,no,yes,333,Scott D. Sheffield,https://www.pxd.com,PXD,11624.9,32.8584,-96.9702,2
844,TX,Irving,Exxon Mobil,3,-1,264938,14340,74900,Energy,no,no,no,yes,2,Darren W. Woods,https://www.exxonmobil.com,XOM,177923,32.8584,-96.9702,1
845,TX,Irving,Kimberly-Clark,175,-4,18450,2157,40000,Household Products,no,no,no,yes,171,Michael D. Hsu,https://www.kimberly-clark.com,KMB,44691,32.8584,-96.9702,1
846,TX,Irving,Darling Ingredients,720,0,3363.9,312.6,10100,"Food, Beverages & Tobacco",,no,no,yes,NA,Randall C. Stuewe,https://www.darlingii.com,DAR,3144.6,32.8584,-96.9702,4
847,TX,Irving,Michaels,544,0,5072,272.6,28000,Retailing,,no,no,yes,NA,Ashley Buchanan,https://www.michaels.com,MIK,237.9,32.8584,-96.9702,3
848,TX,Irving,Celanese,470,-44,6297,852,7714,Chemicals,no,no,yes,yes,426,Lori J. Ryerkerk,https://www.celanese.com,CE,8775,32.8584,-96.9702,3
849,TX,Irving,Commercial Metals,491,0,5829,198.1,11524,Materials,yes,no,yes,yes,NA,Barbara R. Smith,https://www.cmc.com,CMC,1880,32.8584,-96.9702,3
850,TX,McKinney,Globe Life,592,0,4527.5,760.8,3196,Financials,,no,no,yes,NA,Gary L. Coleman/Larry M. Hutchison,https://www.globelifeinsurance.com,GL,7729.4,33.2015,-96.6669,3
851,TX,Midland,Diamondback Energy,647,0,3964,240,712,Energy,,no,no,yes,NA,Travis D. Stice,https://www.diamondbackenergy.com,FANG,4147.1,32.0249,-102.1137,4
852,TX,Midland,Concho Resources,585,0,4592,-705,1453,Energy,,no,no,no,NA,Timothy A. Leach,https://www.conocophillips.com/concho/,,8428.9,32.0249,-102.1137,3
853,TX,Midland,ProPetro Holding,981,0,2052.3,163,1579,Energy,,no,no,yes,NA,Phillip A. Gobe,https://www.propetroservices.com,PUMP,251.5,32.0249,-102.1137,5
854,TX,New Braunfels,Rush Enterprises,492,0,5809.8,141.6,7244,Retailing,yes,no,no,yes,NA,W. M. Rush,https://www.rushenterprises.com,RUSHB,1145.6,29.6994,-98.1148,3
855,TX,Plano,Rent-A-Center,844,0,2669.9,173.5,14500,Retailing,,no,no,yes,NA,Mitchell E. Fadel,https://www.rentacenter.com,RCII,781,33.0502,-96.7487,5
856,TX,Plano,Yum China Holdings,361,1,8776,713,450000,"Hotels, Restaurants & Leisure",no,no,yes,yes,362,Joey Wat,https://ir.yumchina.com,YUMC,16033.2,33.0502,-96.7487,2
857,TX,Plano,J.C. Penney,286,-25,11167,-268,90000,Retailing,no,no,no,no,261,Stanley Shashoua,https://www.jcpenney.com,JCP,115.6,33.0502,-96.7487,2
858,TX,Plano,Cinemark Holdings,736,0,3283.1,191.4,22603,Media,,no,no,yes,NA,Mark Zoradi,https://www.cinemark.com,CNK,1193.8,33.0502,-96.7487,4
859,TX,Richardson,Fossil Group,942,0,2217.7,-52.4,10200,Apparel,,no,no,no,NA,Kosta N. Kartsotis,https://www.fossilgroup.com,FOSL,166.4,32.9717,-96.7093,5
860,TX,Richardson,Lennox International,660,0,3807.2,408.7,11200,Industrials,,no,no,yes,NA,Todd M. Bluedorn,https://www.lennoxinternational.com,LII,7016.9,32.9717,-96.7093,4
861,TX,Round Rock,Dell Technologies,34,0,92154,4616,165000,Technology,no,yes,no,yes,34,Michael S. Dell,https://www.delltechnologies.com,DELL,57773,30.5254,-97.666,1
862,TX,San Antonio,Clear Channel Outdoor Holdings,842,0,2683.8,-363.3,5900,Business Services,,no,no,no,NA,C. William Eccleshare,https://www.clearchanneloutdoor.com,CCO,298.5,29.4658,-98.5253,5
863,TX,San Antonio,Valero Energy,32,-8,102729,2422,10222,Energy,no,no,no,yes,24,Joseph W. Gorder,https://www.valero.com,VLO,22928,29.4658,-98.5253,1
864,TX,San Antonio,iHeartMedia,668,0,3683.5,NA,11400,Media,,no,no,no,NA,Robert W. Pittman,https://www.iheartmedia.com,IHRT,1073.8,29.4658,-98.5253,4
865,TX,San Antonio,USAA,94,7,35617.4,4006.3,35076,Financials,no,no,no,yes,101,Wayne Peacock,https://www.usaa.com,,-,29.4658,-98.5253,1
866,TX,Southlake,Sabre,645,0,3975,158.6,9250,Technology,,no,no,yes,NA,Sean E. Menke,https://www.sabre.com,SABR,1623.4,32.9545,-97.1503,4
867,TX,Spring,Southwestern Energy,776,0,3038,891,923,Energy,,no,no,yes,NA,William J. Way,https://www.swn.com,SWN,914.4,30.0613,-95.383,4
868,TX,The Woodlands,Huntsman,382,-106,8342,562,10000,Chemicals,no,no,no,yes,276,Peter R. Huntsman,https://www.huntsman.com,HUN,3217.2,30.1738,-95.5134,2
869,TX,Westlake,Core-Mark Holding,240,10,13329.2,57.7,8555,Wholesalers,no,no,no,yes,250,Scott E. McPherson,https://www.core-mark.com,CORE,1294.8,32.981,-97.2038,2
870,UT,Provo,Nu Skin Enterprises,884,0,2420.4,173.6,24900,Household Products,,no,no,yes,NA,Ritch N. Wood,https://www.nuskinenterprises.com,NUS,1213.7,40.2457,-111.6457,5
871,UT,Salt Lake City,Zions Bancorp.,740,0,3245,816,10188,Financials,,no,no,yes,NA,Harris H. Simmons,https://www.zionsbancorporation.com,ZION,4389,40.7777,-111.9306,4
872,UT,St. George,SkyWest,788,0,2972,340.1,13700,Transportation,,no,no,yes,NA,Russell A. Childs,https://www.skywest.com,SKYW,1316.2,37.077,-113.577,4
873,VA,Arlington,E*Trade Financial,755,0,3145,955,4122,Financials,,no,no,yes,NA,Michael A. Pizzi,https://www.etrade.com,,7585.5,38.8786,-77.1011,4
874,VA,Arlington,AES,310,-14,10189,303,8000,Energy,no,no,no,yes,296,,https://www.aes.com,AES,9040.8,38.8786,-77.1011,2
875,VA,Arlington,Graham Holdings,795,0,2932.1,327.9,15902,Business Services,,no,no,yes,NA,,https://www.ghco.com,GHC,1790.6,38.8786,-77.1011,4
876,VA,Arlington,CACI International,549,0,4986.3,265.6,22100,Technology,,no,no,yes,NA,John S. Mengucci,https://www.caci.com,CACI,6300,38.8786,-77.1011,3
877,VA,Arlington,AvalonBay Communities,912,0,2324.6,786,3122,Financials,,no,no,yes,NA,Timothy J. Naughton,https://www.avalonbay.com,AVB,20711.9,38.8786,-77.1011,5
878,VA,Centreville,Parsons,648,0,3954.8,120.5,15879,Aerospace & Defense,,no,no,yes,NA,Charles L. Harrington,https://www.parsons.com,PSN,3217.4,38.8391,-77.4388,4
879,VA,Chesapeake,Dollar Tree,131,4,23610.8,827,125000,Retailing,no,no,no,yes,135,Michael A. Witynski,https://www.dollartree.com,DLTR,17398.5,36.6778,-76.3024,1
880,VA,Falls Church,PAE,828,0,2763.9,-49.8,20000,Aerospace & Defense,,no,no,no,NA,John E. Heller,https://www.pae.com,PAE,597.3,38.8847,-77.1751,5
881,VA,Falls Church,Northrop Grumman,96,12,33841,2248,90000,Aerospace & Defense,no,no,yes,yes,108,Kathy J. Warden,https://www.northropgrumman.com,NOC,49812,38.8847,-77.1751,1
882,VA,Glen Allen,Markel,335,106,9526.2,1790.5,18600,Financials,no,no,no,yes,441,Thomas S. Gayner/Richard R. Whitt III,https://www.markelcorp.com,MKL,12787.1,37.666,-77.4838,2
883,VA,Herndon,ManTech International,937,0,2222.6,113.9,8900,Technology,,no,no,yes,NA,Kevin M. Phillips,https://www.mantech.com,MANT,2920.1,38.9699,-77.3867,5
884,VA,Herndon,Beacon Roofing Supply,434,30,7105.2,-10.6,8147,Wholesalers,no,no,no,no,464,Julian G. Francis,https://www.becn.com,BECN,1138,38.9699,-77.3867,3
885,VA,McLean,Hilton Worldwide Holdings,338,7,9452,881,173000,"Hotels, Restaurants & Leisure",no,no,no,yes,345,Christopher J. Nassetta,https://www.hilton.com,HLT,29881,38.9436,-77.1943,2
886,VA,McLean,Freddie Mac,41,-1,75125,7214,6892,Financials,no,no,no,yes,40,Michael T. Hutchins,https://www.freddiemac.com,FMCC,6404,38.9436,-77.1943,1
887,VA,McLean,Capital One Financial,97,1,33766,5546,51900,Financials,no,yes,no,yes,98,Richard D. Fairbank,https://www.capitalone.com,COF,50946,38.9436,-77.1943,1
888,VA,McLean,Booz Allen Hamilton Holding,450,25,6704,418.5,26100,Technology,no,no,no,yes,475,Horacio D. Rozanski,https://www.boozallen.com,BAH,13101,38.9436,-77.1943,3
889,VA,Mechanicsville,Owens & Minor,332,-15,9650,-62.4,15400,Health Care,no,no,no,no,317,Edward A. Pesicka,https://www.owens-minor.com,OMI,576.9,37.6262,-77.3561,2
890,VA,Newport News,Huntington Ingalls Industries,357,14,8899,549,42000,Aerospace & Defense,no,no,no,yes,371,C. Michael Petters,https://www.huntingtoningalls.com,HII,7420.3,37.1051,-76.5185,2
891,VA,Norfolk,Norfolk Southern,283,-6,11296,2722,24587,Transportation,no,no,no,yes,277,James A. Squires,https://www.norfolksouthern.com,NSC,37537.3,36.8945,-76.259,2
892,VA,Reston,Science Applications International,466,0,6379,226,24311,Technology,yes,no,yes,yes,NA,Nazzic S. Keene,https://www.saic.com,SAIC,5882,38.9497,-77.3461,3
893,VA,Reston,General Dynamics,83,9,39350,3484,102900,Aerospace & Defense,no,no,yes,yes,92,Phebe N. Novakovic,https://www.gd.com,GD,44203,38.9497,-77.3461,1
894,VA,Reston,NVR,417,7,7428.4,878.5,5700,Engineering & Construction,no,no,no,yes,424,Paul C. Saville,https://www.nvrinc.com,NVR,15920,38.9497,-77.3461,3
895,VA,Reston,Maximus,808,0,2886.8,240.8,29600,Technology,,no,no,yes,NA,Bruce L. Caswell,https://www.maximus.com,MMS,3721.5,38.9497,-77.3461,5
896,VA,Reston,Leidos Holdings,289,22,11094,667,34000,Technology,no,no,no,yes,311,Roger A. Krone,https://www.leidos.com,LDOS,15605,38.9497,-77.3461,2
897,VA,Richmond,Dominion Energy,197,41,16572,1358,19100,Energy,no,no,no,yes,238,Robert M. Blue,https://www.dominionenergy.com,D,58397,37.5295,-77.4756,1
898,VA,Richmond,Brink's,669,0,3683.2,29,64300,Business Services,,no,no,yes,NA,Douglas A. Pertz,https://www.brinks.com,BCO,2625.2,37.5295,-77.4756,4
899,VA,Richmond,Universal,935,0,2227.2,104.1,28000,"Food, Beverages & Tobacco",,no,no,yes,NA,George C. Freeman III,https://www.universalcorp.com,UVV,1090.7,37.5295,-77.4756,5
900,VA,Richmond,Performance Food Group,168,8,19743.5,166.8,18000,Wholesalers,no,no,no,yes,176,George L. Holm,https://www.pfgc.com,PFGC,2896.7,37.5295,-77.4756,1
901,VA,Richmond,Altria Group,167,-5,19796,-1293,7300,"Food, Beverages & Tobacco",no,no,no,no,162,William F. Gifford Jr.,https://www.altria.com,MO,71863,37.5295,-77.4756,1
902,VA,Richmond,Genworth Financial,364,-4,8681,343,3100,Financials,no,no,no,yes,360,Thomas J. McInerney,https://www.genworth.com,GNW,1675.8,37.5295,-77.4756,2
903,VA,Richmond,NewMarket,950,0,2190.3,254.3,2118,Chemicals,,no,no,yes,NA,Thomas E. Gottwald,https://www.newmarket.com,NEU,4284.1,37.5295,-77.4756,5
904,VA,Richmond,CarMax,173,1,19146,842.4,25946,Retailing,no,no,no,yes,174,William D. Nash,https://www.carmax.com,KMX,8795,37.5295,-77.4756,1
905,VA,Tysons,TEGNA,920,0,2299.5,286.2,6883,Media,,no,no,yes,NA,David T. Lougee,https://www.tegna.com,TGNA,2371.3,38.9215,-77.2273,5
906,VA,Tysons,DXC Technology,155,-33,21184,1257,130000,Technology,no,no,no,yes,122,Michael J. Salvino,https://www.dxc.technology,DXC,3311.1,38.9215,-77.2273,1
907,VA,Tysons,Park Hotels & Resorts,817,0,2844,306,488,Financials,,no,no,yes,NA,Thomas J. Baltimore Jr.,https://www.pkhotelsandresorts.com,PK,1898.3,38.9215,-77.2273,5
908,VT,Montpelier,NLV Financial,826,0,2772.1,223.5,1278,Financials,,no,no,yes,NA,Mehran Assadi,https://www.nationallife.com,,,44.2658,-72.5717,5
909,WA,Bellevue,Paccar,118,12,25599.7,2387.9,27000,Industrials,no,no,no,yes,130,R. Preston Feight,https://www.paccar.com,PCAR,30969,47.5951,-122.1535,1
910,WA,Bellevue,Puget Energy,710,0,3401.1,210.7,3130,Energy,,no,yes,yes,NA,Mary E. Kipp,https://www.pugetenergy.com,,,47.5951,-122.1535,4
911,WA,Everett,Fortive,422,0,7326.1,738.9,25000,Industrials,no,no,no,yes,422,James A. Lico,https://www.fortive.com,FTV,23672,47.9525,-122.1669,3
912,WA,Issaquah,Costco Wholesale,14,0,152703,3659,201500,Retailing,no,no,no,yes,14,W. Craig Jelinek,https://www.costco.com,COST,160040,47.544,-122.0471,1
913,WA,Liberty Lake,Itron,870,0,2502.5,49,7300,Industrials,,no,no,yes,NA,Thomas L. Deitrich,https://www.itron.com,ITRI,2242.2,47.6687,-117.1032,5
914,WA,Redmond,Microsoft,21,5,125843,39240,144000,Technology,no,no,no,yes,26,Satya Nadella,https://www.microsoft.com,MSFT,1696122,47.6762,-122.1169,1
915,WA,Seattle,Nordstrom,205,-9,15524,496,75000,Retailing,no,no,no,yes,196,Erik B. Nordstrom,https://shop.nordstrom.com,JWN,5658,47.6211,-122.3244,2
916,WA,Seattle,Expeditors Intl. of Washington,389,-15,8175.4,590.4,18000,Transportation,no,no,no,yes,374,Jeffrey S. Musser,https://www.expeditors.com,EXPD,11208.2,47.6211,-122.3244,2
917,WA,Seattle,Starbucks,114,7,26508.6,3599.2,346000,"Hotels, Restaurants & Leisure",no,no,no,yes,121,Kevin R. Johnson,https://www.starbucks.com,SBUX,123779,47.6211,-122.3244,1
918,WA,Seattle,F5 Networks,932,0,2242.4,427.7,5325,Technology,,no,no,yes,NA,,https://www.f5.com,FFIV,6483.5,47.6211,-122.3244,5
919,WA,Seattle,Expedia Group,263,17,12067,565,25400,Retailing,no,no,no,yes,280,Peter M. Kern,https://www.expediagroup.com,EXPE,7877.2,47.6211,-122.3244,2
920,WA,Seattle,Weyerhaeuser,457,-51,6554,-76,9400,Materials,no,no,no,no,406,Devin W. Stockfish,https://www.weyerhaeuser.com,WY,12636.5,47.6211,-122.3244,3
921,WA,Seattle,Amazon,2,3,280522,11588,798000,Retailing,no,yes,no,yes,5,Jeffrey P. Bezos,https://www.amazon.com,AMZN,1637405,47.6211,-122.3244,1
922,WA,Seattle,Zillow Group,832,0,2742.8,-305.4,5249,Technology,,yes,no,no,NA,Richard N. Barton,https://www.zillowgroup.com,ZG,7411.2,47.6211,-122.3244,5
923,WA,Seattle,Alaska Air Group,360,8,8781,769,24134,Transportation,no,no,no,yes,368,Bradley D. Tilden,https://www.alaskaair.com,ALK,3490,47.6211,-122.3244,2
924,WA,Tacoma,TrueBlue,901,0,2368.8,63.1,6200,Business Services,,no,no,yes,NA,A. Patrick Beharelle,https://www.trueblue.com,TBI,492.9,47.2431,-122.4531,5
925,WI,Beloit,Regal Beloit,741,0,3238,238.9,19560,Industrials,,no,no,yes,NA,Louis V. Pinkham,https://www.regalbeloit.com,RBC,2559.3,42.523,-89.0184,4
926,WI,Brookfield,Fiserv,311,177,10187,893,44000,Business Services,no,no,no,yes,488,Frank J. Bisignano,https://www.fiserv.com,FISV,73172,43.064,-88.1231,2
927,WI,Green Bay,Schneider National,571,0,4747,147,15650,Transportation,,no,no,yes,NA,Mark B. Rourke,https://www.schneider.com,SNDR,3425.5,44.515,-87.9896,3
928,WI,Kenosha,Snap-on,637,0,4067.7,693.5,12800,Industrials,,no,no,yes,NA,Nicholas T. Pinchuk,https://www.snapon.com,SNA,5951.1,42.5864,-87.8765,4
929,WI,Madison,Alliant Energy,675,0,3647.7,557.2,3597,Energy,,no,no,yes,NA,John O. Larsen,https://www.alliantenergy.com,LNT,11832.5,43.0826,-89.3931,4
930,WI,Madison,CUNA Mutual Group,632,0,4122.7,219.6,3600,Financials,,no,no,yes,NA,Robert N. Trunzo,https://www.cunamutual.com,,,43.0826,-89.3931,4
931,WI,Madison,American Family Insurance Group,254,52,12633.2,455.9,13531,Financials,no,no,no,yes,306,Jack C. Salzwedel,https://www.amfam.com,,,43.0826,-89.3931,2
932,WI,Menomonee Falls,Kohl&#8217;s,165,-9,19974,691,79500,Retailing,no,no,yes,yes,156,Michelle D. Gass,https://www.kohls.com,KSS,2265,43.1487,-88.1227,1
933,WI,Middleton,Spectrum Brands Holdings,629,0,4138.8,471.9,13000,Household Products,,no,no,yes,NA,David M. Maura,https://www.spectrumbrands.com,SPB,1669.2,43.1065,-89.5058,4
934,WI,Milwaukee,Harley-Davidson,519,0,5361.8,423.6,5600,Transportation,,no,no,yes,NA,Jochen Zeitz,https://www.harley-davidson.com,HOG,2892.7,43.0642,-87.9673,3
935,WI,Milwaukee,WEC Energy Group,416,-18,7523.1,1134,7509,Energy,no,no,no,yes,398,J. Kevin Fletcher,https://www.wecenergygroup.com,WEC,27799.2,43.0642,-87.9673,3
936,WI,Milwaukee,Rexnord,952,0,2175.2,34.3,6700,Industrials,,no,no,yes,NA,Todd A. Adams,https://www.rexnordcorporation.com,RXN,2761.4,43.0642,-87.9673,5
937,WI,Milwaukee,REV Group,892,0,2403.7,-12.3,8040,Motor Vehicles & Parts,,no,no,no,NA,Rodney N. Rushing,https://www.revgroup.com,REVG,263.8,43.0642,-87.9673,5
938,WI,Milwaukee,ManpowerGroup,158,-17,20863.5,465.7,28000,Business Services,no,no,no,yes,141,Jonas Prising,https://www.manpowergroup.com,MAN,3109.4,43.0642,-87.9673,1
939,WI,Milwaukee,Northwestern Mutual,102,9,32293.6,1268,5964,Financials,no,no,no,yes,111,John E. Schlifske,https://www.northwesternmutual.com,,-,43.0642,-87.9673,1
940,WI,Milwaukee,Rockwell Automation,452,0,6694.8,695.8,23000,Industrials,no,no,no,yes,452,Blake D. Moret,https://www.rockwellautomation.com,ROK,17533.3,43.0642,-87.9673,3
941,WI,Milwaukee,A.O. Smith,785,0,2992.7,370,15100,Industrials,,no,no,yes,NA,Kevin J. Wheeler,https://www.aosmith.com,AOS,6125.4,43.0642,-87.9673,4
942,WI,Neenah,Plexus,750,0,3164.4,108.6,19000,Technology,,no,no,yes,NA,Todd P. Kelsey,https://www.plexus.com,PLXS,1601.6,44.167,-88.4764,4
943,WI,Oshkosh,Oshkosh,377,18,8382,579.4,15400,Industrials,no,no,no,yes,395,Wilson R. Jones,https://www.oshkoshcorp.com,OSK,6517,44.0228,-88.5619,2
944,WI,Racine,Modine Manufacturing,943,0,2212.7,84.8,12200,Motor Vehicles & Parts,,no,no,yes,NA,Neil D. Brinker,https://www.modine.com,MOD,165.1,42.7274,-87.8135,5
945,WI,Stevens Point,Sentry Insurance Group,670,0,3680.8,324.3,4217,Financials,,no,no,yes,NA,Peter G. McPartland,https://www.sentry.com,,,44.5241,-89.5508,4
946,WI,Sussex,Quad/Graphics,630,0,4137.2,-156.3,19600,Media,,no,no,no,NA,J. Joel Quadracci,https://www.quad.com,QUAD,136,43.1341,-88.2232,4
947,WI,Waukesha,Generac Holdings,946,0,2204.3,252,5551,Industrials,,no,no,yes,NA,Aaron Jagdfeld,https://www.generac.com,GNRC,11813,43.0087,-88.2464,5
